Word,Synonyms,Antonyms,Causes,Caused_By,Category
divert,"distract,redirect,draw attention away,detour","focus,direct toward,concentrate on",attention diverted,"interruption,interference,temptation,alternative",IGNORING
interrupt,"break in,disrupt,intercede,cut off,disturb","listen,attend,complete,continue",interruption made,"urgency,impatience,rudeness,interruption",IGNORING
disturb,"interrupt,bother,disrupt,agitate,concern","calm,peace,leave undisturbed,ignore",disturbance caused,"interruption,concern,noise,urgency",IGNORING
preoccupy,"occupy mind,absorb attention,engross,occupy thought","distract,wander,flexible,open",mind preoccupied,"concern,worry,fascination,intensity",IGNORING
plan,"organize,arrange,scheme,design,prepare","improvise,spontaneous,abandon,cancel",plan created,"intention,foresight,design,organization",PLANNING
plan for,"prepare for,anticipate,design for,scheme for","improvise,surprise,unprepared,random",planning done,"anticipation,preparation,foresight,intention",PLANNING
strategize,"plan strategy,design approach,formulate,organize","improvise,spontaneous,reactive,random",strategy formulated,"analysis,foresight,intention,organization",PLANNING
scheme,"plan, devise,plot, conspire, organize","spontaneous,random,honest,straightforward",scheme devised,"cunning,intention,conspiracy,malice",PLANNING
plot,"plan,scheme,devise,conspire,plan covertly","spontaneous,honest,straightforward,transparent",plot devised,"intention,secrecy,conspiracy,complexity",PLANNING
organize,"arrange,plan,systematize,structure,order","chaos,disarray,random,disorganize",organization achieved,"intention,structure,planning,effort",PLANNING
prepare,"make ready,plan for,organize,arrange,set up","neglect,unprepared,improvise,careless",preparation completed,"foresight,intention,planning,effort",PLANNING
map out,"plan,outline,design,scheme,delineate","improvise,ignore,spontaneous,vague",plan mapped,"detail,intention,vision,organization",PLANNING
outline,"sketch plan,summarize,design,structure,define","detail,expand,vague,ignore",outline provided,"simplification,planning,structure,intention",PLANNING
sketch out,"outline roughly,plan,design, delineate broadly","detail,finalize,vague,ignore",sketch provided,"planning,vision,rough planning,intention",PLANNING
draft,"sketch plan,outline,design,compose,prepare initial","finalize,detail,ignore,vague",draft created,"planning,composition,preliminary,intention",PLANNING
formulate,"devise,plan,design,create, compose","abandon,improvise,vague,random",formula/plan created,"intention,thought,design,analysis",PLANNING
devise,"plan,invent,create,design,devise","abandon,improvise,random,spontaneous",device/plan created,"creativity,intention,ingenuity,analysis",PLANNING
arrange,"organize,plan,put in order,schedule,prepare","disarrange,disorder,random,improvise",arrangement made,"intention,planning,organization,effort",PLANNING
solve,"find solution,resolve,work out,figure out","complicate,worsen,ignore,abandon",solution found,"analysis,intelligence,persistence,effort",PROBLEM_SOLVING
resolve,"solve,settle,determine,overcome,finish","complicate,persist,worsen,abandon",resolution achieved,"understanding,effort,determination,clarity",PROBLEM_SOLVING
figure out,"understand,solve,determine,work out,discover","confuse,misunderstand,abandon,ignore",solution discovered,"analysis,reasoning,effort,intelligence",PROBLEM_SOLVING
work out,"solve,figure out,develop,design, exercise","abandon,complicate,ignore,rest",solution developed,"effort,analysis,persistence,intelligence",PROBLEM_SOLVING
unravel,"solve,untangle,expose,clarify,understand","tangle,obscure,confuse,conceal",solution clarified,"analysis,investigation,effort,intelligence",PROBLEM_SOLVING
untangle,"solve,unravel,clarify,disentangle, simplify","tangle,complicate,confuse,obscure",problem untangled,"analysis,clarity,effort,simplification",PROBLEM_SOLVING
get to the bottom of,"discover truth,investigate,solve,understand","surface understanding,ignore,cover up",truth discovered,"investigation,persistence,analysis,truth",PROBLEM_SOLVING
crack,"solve,break through,understand,decipher","fail,stuck,confused,unable",code/problem cracked,"insight,effort,intelligence,breakthrough",PROBLEM_SOLVING
decipher,"decode,understand,interpret,solve,clarify","confuse,obscure,misinterpret,ignore",deciphered meaning,"analysis,interpretation,knowledge,effort",PROBLEM_SOLVING
decode,"decipher,understand,interpret,crack,uncover","confuse,obscure,encode,misinterpret",decoded meaning,"knowledge,analysis,interpretation,intelligence",PROBLEM_SOLVING
address,"tackle,deal with,handle,solve,confront","ignore,overlook,avoid,escape",issue addressed,"responsibility,confrontation,effort,intention",PROBLEM_SOLVING
tackle,"address,attempt,deal with,confront,engage","avoid,ignore,escape,flee",problem tackled,"effort,determination,courage,engagement",PROBLEM_SOLVING
handle,"manage,deal with,address,cope with,process","mishandle,abandon,ignore,avoid",situation managed,"capability,effort,experience,competence",PROBLEM_SOLVING
cope with,"deal with,manage,handle,endure,survive","fail,collapse,give up,surrender",situation coped with,"resilience,effort,adaptation,survival",PROBLEM_SOLVING
brainstorm,"generate ideas,ideate,think creatively,problem solve","accept single solution,rigid,closed",ideas generated,"creativity,group collaboration,openness,freedom",PROBLEM_SOLVING
ideate,"brainstorm,generate ideas,think creatively,invent","reject ideas,rigid,closed-minded",ideas generated,"creativity,freedom,openness,collaboration",PROBLEM_SOLVING
hesitate,"pause,waver,delay,falter,be uncertain","decide,commit,forge ahead,act",hesitation shown,"doubt,uncertainty,fear,conflict",DECIDING
waver,"hesitate,be uncertain,vacillate,fluctuate","decide,commit,steady,firm",wavering shown,"doubt,indecision,conflicting emotions",DECIDING
vacillate,"waver,fluctuate,go back and forth,be indecisive","decide,commit,firm, steadfast",vacillation shown,"indecision,conflict,uncertainty,weakness",DECIDING
doubt,"question,be uncertain,disbelieve,suspect","trust,believe,confident,certain",doubt expressed,"uncertainty,skepticism,suspicion,evidence",DECIDING
question,"doubt,ask,inquire,challenge,express uncertainty","accept,trust,believe,affirm",question raised,"skepticism,curiosity,uncertainty,challenge",DECIDING
deliberate,"consider carefully,ponder,reflect,think about","decide hastily,spontaneous,impulsive",deliberation done,"thought,consideration,analysis,caution",DECIDING
ponder,"think deeply,reflect,consider,contemplate,muse","act hastily,decide quickly,spontaneous",pondering done,"thought,reflection,contemplation,depth",DECIDING
contemplate,"think about,consider,reflect, visualize,envisage","act quickly,spontaneous,impulsive",contemplation done,"thought,reflection,meditation,vision",DECIDING
dither,"hesitate,be indecisive,waver,fuss,be confused","decide,commit,definitive,clear",dithering shown,"indecision,confusion,anxiety,fuss",DECIDING
agonize,"struggle with decision,worry,suffer, torment","decide easily,peace,resolve,clear",agonized decision,"internal conflict,worry,struggle,intensity",DECIDING
agonize over,"struggle with,worry about,torment self,struggle","resolve,decide,peace,clarity",agonizing done,"difficulty,struggle,intensity,suffering",DECIDING
sweat,"worry,suffer,labor,struggle, work hard","peace,rest,easy,comfortable",sweat/worry shown,"difficulty,struggle,effort,stress",DECIDING
