Word,Synonyms,Antonyms,Causes,Caused_By,Category
fly,"move quickly,rush,hurry,speed,move fast","slow,stop,pause,linger,wait",rapid movement,"speed,urgency,momentum,determination",HURRYING
race,"move quickly,hurry,compete for speed,rush,dart","slow,stop,pause,idle,wait",rapid movement,"speed,urgency,competition,pressure",HURRYING
precede,"come before,go first,come earlier,introduce","follow,come after,succeed,lag,trail",prior position,"time sequence,order,first position",SEQUENCING
follow,"come after,go next,succeed,trail,come later","precede,lead,come first,go before,pioneer",subsequent position,"sequence,order,time,guidance",SEQUENCING
succeed,"come after,follow,replace,inherit,continue after","precede,come before,lead,introduce,first",successor state,"replacement,time passage,inheritance,sequence",SEQUENCING
come after,"follow,succeed,come later,subsequent,trail","precede,come before,lead,first,pioneer",sequential position,"sequence,order,time,following",SEQUENCING
come before,"precede,lead,go first,introduce,pioneer","follow,come after,succeed,lag,later",prior position,"precedence,sequence,priority,first",SEQUENCING
go before,"precede,lead,introduce,come first,pioneer","follow,come after,succeed,trail,later",leadership position,"precedence,priority,guidance,first",SEQUENCING
go after,"follow,pursue,chase,come next,succeed","precede,lead,come before,pioneer,introduce",following pursuit,"sequence,pursuit,following,continuation",SEQUENCING
follow on,"follow next,continue after,subsequent,result","precede,lead,come before,introduce,first",subsequent event,"sequence,continuation,time,consequence",SEQUENCING
lead,"go first,precede,guide,pioneer,introduce","follow,come after,succeed,trail,guide led by",leadership,"direction,priority,first,guidance",SEQUENCING
lag,"fall behind,move slowly,lose pace,delayed follow","lead,advance,hurry,accelerate,progress",position behind,"slowness,difficulty,delay,hindrance",SEQUENCING
trail,"lag behind,follow,come after,drag,last","lead,go first,advance,precede,pioneer",last position,"following,slowness,lag,sequence",SEQUENCING
schedule,"plan,arrange,book,set time,appoint","cancel,unscheduled,random,indefinite,flexible",scheduled event,"planning,time management,organization,decision",SCHEDULING
plan,"organize,arrange,scheme,prepare,design","improvise,random,spontaneous,cancel,unplan",plan made,"intention,foresight,organization,design",SCHEDULING
arrange,"organize,plan,put in order,schedule,set up","disarrange,disorder,random,cancel,disorder",arrangement made,"organization,intention,planning,coordination",SCHEDULING
book,"reserve,schedule,arrange,plan,set aside","cancel,release,free,open,unbooked",booking made,"reservation,organization,planning,demand",SCHEDULING
reserve,"book,hold,set aside,keep back,allocate","release,cancel,free,open,surrender",reservation made,"planning,allocation,demand,precaution",SCHEDULING
set a time,"schedule,arrange,plan,decide time,appoint","unscheduled,flexible,indefinite,random,open",time set,"planning,decision,organization,intention",SCHEDULING
allocate,"assign,distribute,set aside,reserve,portion","withhold,unallocated,flexible,change,cancel",allocation done,"planning,distribution,decision,resource management",SCHEDULING
allot,"assign,distribute,allocate,set aside,grant","withhold,unallocated,deny,cancel,revoke",allotment made,"distribution,planning,assignment,decision",SCHEDULING
slot,"assign position,schedule,allocate,assign place","unassigned,flexible,open,remove,displace",slot assigned,"organization,planning,assignment,structure",SCHEDULING
anticipate,"expect,foresee,predict,prepare for,await","surprise,unexpected,unaware,unprepared,miss",anticipation felt,"preparation,expectation,prediction,caution",ANTICIPATING
expect,"anticipate,suppose,assume,await,predict","surprise,unexpected,unaware,unprepared",expectation formed,"probability,assumption,basis,experience",ANTICIPATING
look forward to,"anticipate,expect,eagerly await,excited for","dread,fear,avoid,unhappy about,regret",anticipation shown,"eagerness,pleasure,expectation,excitement",ANTICIPATING
await,"wait for,expect,anticipate,remain for","ignore,abandon,unexpected,miss,disregard",awaiting continued,"expectation,patience,anticipation,waiting",ANTICIPATING
predict,"forecast,foresee,prophesy,anticipate,foretell","surprise,unpredictable,random,sudden,miss",prediction made,"analysis,evidence,knowledge,pattern",ANTICIPATING
forecast,"predict,foresee,estimate future,anticipate","surprise,sudden,unpredictable,miss,random",forecast made,"data,analysis,knowledge,evidence",ANTICIPATING
foresee,"predict,anticipate,see in advance,foreknow","surprise,unexpected,miss,unpredictable,sudden",foresight gained,"knowledge,perception,wisdom,insight",ANTICIPATING
prophesy,"predict,foretell,divine future,anticipate","surprise,unpredictable,sudden,miss,random",prophecy made,"divine inspiration,vision,knowledge,insight",ANTICIPATING
vaticinate,"prophesy,predict,foretell, divine","surprise,unpredictable,sudden,random,miss",vaticination made,"divine inspiration,mystical knowledge,vision",ANTICIPATING
divine,"predict,foretell,divine will,perceive intuitively","surprise,unpredictable,miss,material,confused",divination made,"intuition,mystical knowledge,perception,insight",ANTICIPATING
augur,"predict from omens,bode,portend,indicate","surprise,unpredictable,unrelated,random,clear",omen perceived,"signs,omens,intuition,pattern",ANTICIPATING
bode,"augur,predict,portend,indicate,signal","surprise,unpredictable,unrelated,random,clear",omen perceived,"signs,omens,indication,portent",ANTICIPATING
portend,"foreshadow,predict,signal,augur,indicate","surprise,unpredictable,unrelated,random,unexpected",portent perceived,"signs,omens,indication,evidence",ANTICIPATING
prefigure,"foreshadow,predict,suggest beforehand,anticipate","surprise,sudden,unpredictable,unexpected,random",prefiguration made,"indication,foreshadowing,pattern,suggestion",ANTICIPATING
foreshadow,"portend,predict,indicate,suggest,hint","surprise,sudden,unpredictable,unexpected,random",foreshadowing made,"indication,pattern,signal,suggestion",ANTICIPATING
prepare,"make ready,get ready,ready,arrange,plan","unprepared,neglect,abandon,disorganize,careless",preparedness achieved,"foresight,intention,readiness,planning",ANTICIPATING
ready,"prepare,make ready,get ready,willing,prepared","unready,unprepared,unpracticed,unprepared,careless",readiness achieved,"effort,preparation,willingness,readiness",ANTICIPATING
get ready,"prepare,make ready,ready, stand by,organize","unready,unprepared,disorganize,careless,neglect",readiness achieved,"preparation,intention,organization,effort",ANTICIPATING
stand by,"be ready,wait prepared,prepare,ready,alert","unready,leave,abandon,unprepared,unaware",standby readiness,"alertness,preparation,expectation,waiting",ANTICIPATING
brace,"prepare for impact,ready oneself,prepare for difficulty","relax,unaware,unprepared,complacent,careless",braced position,"anticipation,difficulty,impact,challenge",ANTICIPATING
brace oneself,"prepare mentally,ready oneself,expect difficulty","relax,complacent,unprepared,unaware,careless",mental preparation,"difficulty,challenge,impact,expectation",ANTICIPATING
prime,"prepare,make ready,brief,introduce,set up","unprepared,neglect,unaware,disorganize,careless",priming done,"preparation,briefing,readiness,setup",ANTICIPATING
