Word,Synonyms,Antonyms,Causes,Caused_By,Category
invoke,"evoke, call upon, summon, trigger","suppress, repress, dismiss, erase","invocation, summoning, calling","intention, stimulus, command",REMEMBERING
summon,"call upon, invoke, evoke, conjure","dismiss, release, erase, suppress","calling forth, summoning, invocation","intention, command, magic",REMEMBERING
retain,"keep, hold, remember, preserve","forget, lose, release, abandon","memory preservation, holding","memory formation, care, intention",REMEMBERING
retain,"keep, hold, remember, preserve","forget, lose, release, abandon","memory preservation, holding","memory formation, care, intention",REMEMBERING
store,"preserve, archive, save, keep","delete, lose, discard, forget","preservation, archiving, storage","intention, organization, necessity",REMEMBERING
preserve,"keep, maintain, save, retain","destroy, lose, discard, abandon","preservation, maintenance, protection","care, intention, necessity",REMEMBERING
archive,"store, preserve, save, record","delete, erase, lose, discard","archiving, preservation, recording","organization, documentation, care",REMEMBERING
forget,"lose memory, abandon, overlook, miss","remember, recall, recollect, retain","memory loss, time, interference, neglect","decay, displacement, retrieval failure",FORGETTING
misremember,"misrecall, confuse, mix up, distort","remember accurately, recall correctly","memory distortion, confusion, interference","false memories, suggestion, confusion",FORGETTING
suppress,"repress, bury, hide, exclude","remember, recall, reveal, expose","psychological defense, intentional exclusion","trauma, emotion, intention",FORGETTING
repress,"suppress, bury, hide, exclude","recall, remember, reveal, express","psychological defense, trauma","trauma, emotion, psychological mechanism",FORGETTING
discard,"abandon, throw away, disregard, dismiss","keep, preserve, retain, treasure","disposal, rejection, devaluation","decision, disvalue, space constraints",FORGETTING
dismiss,"disregard, ignore, overlook, reject","consider, acknowledge, remember, respect","rejection, disregard, ignoring","judgment, indifference, dismissal",FORGETTING
overlook,"ignore, miss, neglect, disregard","notice, observe, acknowledge, remember","inattention, disregard, oversight","carelessness, distraction, oversight",FORGETTING
neglect,"ignore, disregard, overlook, abandon","remember, care, attend, acknowledge","inattention, abandonment, carelessness","carelessness, indifference, priorities",FORGETTING
erase,"delete, remove, wipe out, obliterate","record, preserve, retain, restore","deletion, removal, obliteration","intentional action, mechanical removal",FORGETTING
delete,"erase, remove, wipe out, purge","keep, preserve, restore, recover","deletion, removal, purging","intentional action, system action",FORGETTING
obscure,"hide, conceal, blur, cloud","clarify, reveal, illuminate, sharpen","hiding, concealment, clouding","intentional action, fog, shadow",FORGETTING
cloud,"obscure, blur, dim, confuse","clarify, illuminate, sharpen, expose","obscuring, confusion, haziness","confusion, fog, emotion",FORGETTING
blur,"obscure, dim, cloud, fade","sharpen, clarify, focus, brighten","obscuring, defocusing, fading","motion, lack of focus, time",FORGETTING
fade,"diminish, wane, weaken, pale","brighten, strengthen, intensify, vivid","diminishing, weakening, passage of time","time, neglect, distance",FORGETTING
wane,"decline, diminish, decrease, fade","wax, increase, grow, strengthen","diminishing, declining, weakening","time, natural cycle, neglect",FORGETTING
confuse,"mix up, muddle, perplex, bewilder","clarify, distinguish, clarify, separate","mixing, muddling, perplexity","similarity, poor communication, complexity",FORGETTING
mistake,"confuse, mix up, misidentify, error","recognize, identify, distinguish, correct","confusion, misidentification, error","similarity, carelessness, error",FORGETTING
misidentify,"mistake, confuse, misrecognize, error","identify, recognize, correctly name","identification error, confusion","similarity, carelessness, poor attention",FORGETTING
muddle,"confuse, mix up, perplex, tangle","clarify, organize, sort, distinguish","confusion, mixing, tangling","disorder, complexity, carelessness",FORGETTING
perplex,"confuse, puzzle, bewilder, mystify","clarify, explain, illuminate, understand","confusion, puzzlement, mystery","complexity, lack of clarity, mystery",FORGETTING
bewilder,"confuse, perplex, puzzle, mystify","clarify, explain, enlighten, understand","confusion, bewilderment, disorientation","complexity, surprise, confusion",FORGETTING
mystify,"perplex, puzzle, confuse, bewilder","explain, clarify, solve, understand","mystery, confusion, obscurity","intentional obscurity, mystery, complexity",FORGETTING
misunderstand,"misinterpret, misconstrue, confuse, misjudge","understand, comprehend, interpret correctly","poor communication, confusion, ambiguity","miscommunication, misinterpretation, bias",FORGETTING
misinterpret,"misconstrue, misunderstand, misread, misjudge","interpret correctly, understand, clarify","interpretation error, confusion","bias, ambiguity, miscommunication",FORGETTING
misconstrue,"misinterpret, misunderstand, distort, misread","interpret correctly, understand, clarify","interpretation error, distortion","ambiguity, bias, miscommunication",FORGETTING
misread,"misinterpret, misconstrue, misunderstand, error","read correctly, understand, interpret","reading error, interpretation error","carelessness, poor visibility, hurry",FORGETTING
misjudge,"misinterpret, misunderstand, assess incorrectly","judge correctly, understand, assess accurately","judgment error, bias, misunderstanding","bias, prejudice, poor information",FORGETTING
distort,"twist, warp, misrepresent, exaggerate","clarify, represent accurately, straighten","twisting, warping, misrepresentation","bias, intentional distortion, error",FORGETTING
exaggerate,"overstate, magnify, distort, embellish","understate, downplay, minimize, simplify","overstatement, magnification, exaggeration","emotion, bias, intention",FORGETTING
embellish,"exaggerate, enhance, adorn, ornament","simplify, strip down, downplay, minimize","enhancement, ornamentation, embellishment","artistic intent, bias, enhancement",FORGETTING
deceive,"mislead, trick, fool, dupe","enlighten, inform, reveal, clarify","deception, trickery, misinformation","malice, intention, self-interest",FORGETTING
mislead,"deceive, trick, misdirect, confuse","enlighten, guide, inform, clarify","deception, misdirection, misinformation","intention, mistake, bias",FORGETTING
trick,"deceive, fool, dupe, hoodwink","reveal, enlighten, honest, straightforward","deception, trickery, illusion","cunning, intention, illusion",FORGETTING
fool,"deceive, trick, dupe, hoodwink","enlighten, reveal, honest, sincere","deception, trickery, fooling","cunning, illusion, intention",FORGETTING
dupe,"trick, fool, deceive, hoodwink","enlighten, reveal, honest, sincere","deception, trickery, duping","cunning, credulity, intention",FORGETTING
hoodwink,"trick, fool, deceive, dupe","enlighten, reveal, honest, transparent","deception, hoodwinking, trickery","cunning, intention, illusion",FORGETTING
see,"perceive, observe, notice, view","miss, overlook, ignore, blind","visual perception, observation","vision, presence, attention",RECOGNIZING
look,"observe, watch, see, view","miss, ignore, blind, overlook","visual observation, attention","intention, curiosity, attention",RECOGNIZING
watch,"observe, look at, monitor, follow","ignore, miss, blind, overlook","observation, monitoring, following","attention, interest, vigilance",RECOGNIZING
view,"see, observe, watch, look at","miss, ignore, blind, hide","visual observation, viewing","visibility, attention, presence",RECOGNIZING
sense,"perceive, feel, detect, intuit","miss, overlook, ignore, blind","sensory perception, intuition","sensation, intuition, awareness",RECOGNIZING
feel,"sense, perceive, experience, detect","miss, ignore, blind, numb",tactile or emotional perception,"sensation, emotion, contact",RECOGNIZING
intuit,"sense, feel, perceive, divine","miss, overlook, ignore, deny","intuitive perception, insight","instinct, experience, sensitivity",RECOGNIZING
divine,"intuit, sense, guess, surmise","miss, overlook, ignore, doubt","divination, intuitive insight","intuition, magic, perception",RECOGNIZING
notice,"observe, see, spot, perceive","ignore, overlook, miss, disregard","attention, observation, salience","attention, distinctiveness, awareness",RECOGNIZING
apprehend,"understand, grasp, perceive, comprehend","misunderstand, miss, confuse, lose","understanding, comprehension, perception","clarity, attention, intelligence",UNDERSTANDING
interpret,"understand, explain, construe, explain","misinterpret, misunderstand, confuse, distort","interpretation, explanation, understanding","analysis, context, meaning",UNDERSTANDING
explain,"clarify, interpret, expound, elucidate","confuse, obscure, mystify, perplex","clarification, explanation, exposition","clarity, knowledge, intention",UNDERSTANDING
clarify,"explain, illuminate, elucidate, simplify","obscure, confuse, cloud, mystify","clarification, illumination, simplification","clarity, effort, explanation",UNDERSTANDING
elucidate,"explain, clarify, illuminate, expound","obscure, confuse, cloud, mystify","clarification, explanation, illumination","clarity, knowledge, effort",UNDERSTANDING
illuminate,"clarify, explain, lighten, enlighten","obscure, darken, confuse, mystify","illumination, clarification, enlightenment","light, clarity, insight",UNDERSTANDING
enlighten,"inform, educate, illuminate, teach","mislead, confuse, darken, deceive","enlightenment, information, education","knowledge, teaching, revelation",UNDERSTANDING
inform,"tell, notify, educate, enlighten","conceal, deceive, mislead, withhold","information sharing, notification","knowledge, intention, responsibility",UNDERSTANDING
notify,"inform, tell, alert, advise","conceal, hide, deceive, withhold","notification, information, alert","knowledge, responsibility, event",UNDERSTANDING
alert,"warn, notify, inform, caution","conceal, hide, lull, surprise","warning, notification, alarm","danger, responsibility, urgency",UNDERSTANDING
warn,"caution, alert, advise, forewarn","encourage, lull, hide, mislead","warning, caution, danger","danger, responsibility, foresight",UNDERSTANDING
