Word,Synonyms,Antonyms,Causes,Caused_By,Category
recite,"perform,speak,declaim,repeat aloud","silently read,listen",recited piece,"memorization,voice,intention",EXPRESSING
chant,"intone,sing,vocalize,rhythmic speech","silence,whisper,quiet",chanted sound,"voice,rhythm,intention",EXPRESSING
sing,"vocalize,intone,chant,perform musically","silence,whisper,quiet",sung sound,"voice,musicality,intention",EXPRESSING
cultivate,"grow,farm,foster,nurture,develop","abandon,neglect,ignore",cultivated plant,"care,soil,water,sunlight",GROWING
nurture,"care,foster,support,encourage,cultivate","neglect,ignore,abandon",nurtured growth,"care,attention,resource",GROWING
foster,"encourage,develop,promote,nurture,support","hinder,prevent,oppose",fostered growth,"care,support,environment",GROWING
propagate,"multiply,reproduce,spread,disseminate,clone","reduce,contain,limit",propagated plants,"division,seed,cuttings",GROWING
germinate,"sprout,begin growth,start,initiate","dormant,sterile,fail",germinated seed,"moisture,warmth,time",GROWING
transplant,"move,repot,relocate,transfer plant","uproot,remove,extract",transplanted plant,"relocation,roots,soil",GROWING
graft,"join,attach,fuse,bond,unite","sever,cut,separate",grafted plant,"cutting,technique,union",GROWING
prune,"trim,cut,remove branches,shape","grow,expand,let wild",pruned form,"shears,technique,intention",GROWING
deadhead,"remove dead flowers,trim,promote blooming","let seed,allow die,neglect",deadheaded plant,"shears,hand",GROWING
pollinate,"transfer pollen,fertilize,impregnate","isolate,prevent,sterilize",pollinated flower,"bees,wind,hand,insect",GROWING
birth,"bear,give birth,deliver,bring forth","kill,abort,miscarry",born offspring,"gestation,labor,time",YIELDING
calve,"give birth to calf,deliver,bear young","kill,miscarry,prevent",born calf,"pregnancy,labor,biology",YIELDING
foal,"give birth to foal,deliver horse young","kill,miscarry,abort",born foal,"pregnancy,labor,biology",YIELDING
lamb,"give birth to lamb,deliver,bear young","kill,miscarry,abort",born lamb,"pregnancy,labor,biology",YIELDING
kid,"give birth to kid,deliver young goat","kill,miscarry,abort",born kid,"pregnancy,labor,biology",YIELDING
foetus,"carry in womb,gestate,develop embryo","abort,miscarry,terminate",developing fetus,"pregnancy,time,biology",GROWING
gestate,"carry pregnancy,develop fetus,be pregnant","abort,miscarry,terminate",gestation period,"pregnancy,time,womb",GROWING
impregnate,"fertilize,make pregnant,conceive,inseminate","sterilize,prevent,block",pregnant female,"sperm,fertilization,biology",GROWING
hatch,"emerge from egg,break shell,incubate completion","keep enclosed,prevent emergence,incubate",hatched offspring,"warmth,incubation,development",YIELDING
incubate,"keep egg warm,brood,sit on eggs,maintain warmth","cool,abandon,expose",incubated egg,"warmth,time,brooding behavior",GROWING
breed,"reproduce,mate,procreate,produce offspring","sterilize,prevent,isolate",bred offspring,"mating,genetics,selection",YIELDING
reproduce,"breed,procreate,bear young,multiply","sterilize,prevent reproduction,abort",reproduced offspring,"mating,biology,time",YIELDING
multiply,"increase number,reproduce,proliferate,expand","reduce,decrease,limit",multiplied population,"reproduction,growth,time",YIELDING
clone,"genetically replicate,duplicate,asexually reproduce","differentiate,mutate,distinct",cloned organism,"genetic material,laboratory,technology",SYNTHESIZING
lactate,"produce milk,secrete milk,breast feed","stop lactating,wean,dry",milk,"hormones,pregnancy,glands",EMITTING
perspire,"sweat,excrete moisture,thermoregulate","dry,cool,retain",sweat,"heat,exertion,stress,glands",EMITTING
sweat,"perspire,excrete water,secrete moisture","dry,cool,retain",sweat,"heat,exertion,glands",EMITTING
salivate,"secrete saliva,drool,moisten mouth","dry mouth,xerostomia,stop secreting",saliva,"taste,stimulation,glands",EMITTING
weep,"cry,produce tears,lacrimation,shed tears","dry eyes,retain,hold back",tears,"emotion,irritation,glands",EMITTING
cry,"weep,shed tears,produce tears,wail","dry eyes,hold back,suppress",tears,"emotion,pain,sadness,glands",EMITTING
bleed,"hemorrhage,exude blood,lose blood,flow","coagulate,clot,stop",blood,"injury,rupture,wound,vessel",EMITTING
hemorrhage,"bleed profusely,lose blood heavily,flow","coagulate,clot,stop",blood,"rupture,injury,severe wound",EMITTING
menstruate,"shed uterine lining,have period,cycle","amenorrhea,cease,stop",menstrual blood,"hormones,ovulation,cycle,biology",EMITTING
ovulate,"release egg,discharge ova,produce egg cell","anovulation,cease,stop",egg,"hormones,ovarian cycle,biology",YIELDING
ejaculate,"expel semen,discharge,orgasm,emit sperm","retain,withhold,cease",semen,"sexual stimulation,arousal,biology",EMITTING
urinate,"pass urine,void bladder,micturition,pee","retain,hold,suppress",urine,"full bladder,urge,pressure",EMITTING
defecate,"pass stool,void bowel,evacuate,poop","constipate,retain,suppress",feces,"full bowel,urge,pressure",EMITTING
evacuate,"expel contents,discharge,void,empty","fill,retain,suppress",evacuated material,"pressure,urgency,muscle action",EMITTING
vomit,"regurgitate,expel,retch,eject contents","swallow,retain,suppress",vomitus,"nausea,irritation,reflex",EMITTING
gag,"retch,choke,gag reflex,almost vomit","swallow,suppress,control",gag reaction,"irritation,reflex",EMITTING
belch,"burp,eruct,expel gas,release","suppress,swallow,retain",gas,"carbonation,air,digestion",EMITTING
eruct,"belch,burp,expel gas,release wind","suppress,retain,swallow",gas,"carbonation,air,digestion",EMITTING
hiccup,"involuntary contraction,spasm,phrenic nerve reflex","suppress,hold breath,relax",hiccup sound,"irritation,reflex,diaphragm",EMITTING
cough,"expel air forcefully,hack,expel mucus","suppress,hold breath,breathe softly",expelled air,"irritation,mucus,reflex",EMITTING
sneeze,"expel air explosively,achoo,expel droplets","suppress,hold breath,sniffle",expelled air/droplets,"irritation,allergen,reflex",EMITTING
drool,"salivate excessively,drivel,slobber,dribble","dry,wipe,suppress",saliva,"excess saliva,lazy,sleep",EMITTING
spit,"expectorate,eject saliva,spit out,expel","swallow,suppress,withhold",saliva,"disgust,force,muscle action",EMITTING
expectorate,"spit,cough up,expel phlegm,discharge mucus","swallow,suppress,withhold",sputum,"mucus,cough,irritation",EMITTING
secrete,"produce substance,hide away,conceal,exude","reveal,show,expose",secreted substance,"glands,cells,biological process",EMITTING
exude,"secrete,ooze,emit,seep,discharge gradually","absorb,retain,suppress",exuded fluid,"pressure,osmosis,secretion",EMITTING
ooze,"exude slowly,seep,leak,flow gradually","stop,absorb,plug",oozing fluid,"gravity,pressure,leakage",EMITTING
